ФИО	Страна	Возраст	Рост, см	Вес	Пол	Дата рождения	Место рождения	Золото	Серебро	Бронза	Всего	Вид спорта	Состязание
Nino Salukvadze	Georgia	43	168	58	Ж	02 01 1969	Tbilisi (GEO)	0	0	0	0	Shooting	Women's 10m Air Pistol, Women's 25m Pistol
Ilaria Salvatori	Italy	33	160	54	Ж	05/02/1979 (ITA)		1	0	0	1	Fencing	Women's Team Foil
Hichem Samandi	Tunisia	25	184	79	М	8 13 1986		0	0	0	0	Fencing	Men's Individual Sabre
Mohamed Samandi	Tunisia	25	184	79	М	8 13 1986		0	0	0	0	Fencing	Men's Individual Foil
Elizabeta Samara	Romania	23	170	60	Ж	4 15 1989	Constanta (ROU)	0	0	0	0	Table Tennis	Women's Singles
Stavroula Samara	Greece	18	175		Ж	07 08 1994	Thessaloniki (GRE)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
Mangala Samarakoon	Sri Lanka	31			М	8 26 1980	NUWARA ELIYA (SRI)	0	0	0	0	Shooting	Men's 10m Air Rifle, Men's 50m Rifle Prone
Fatoumata Samassekou	Mali	24			Ж	12 31 1987	Abidjan (CIV)	0	0	0	0	Swimming	Women's 50m Freestyle
Isabelle Sambou	Senegal	31	153	48	Ж	10 20 1980	MLOMP HAER (SEN)	0	0	0	0	Wrestling	Women's 48kg Freestyle
Luigi Samele	Italy	25	191	73	М	25/07/1987 (ITA)		0	0	0	0	Fencing	Men's Team Sabre
Aya Sameshima	Japan	25	163	54	Ж	6 16 1987		0	0	0	0	Football	Women's Football
Panagiotis Samilidis	Greece	18	181	88	М	08 09 1993	CHOLARGOS (GRE)	0	0	0	0	Swimming	Men's 100m Breaststroke, Men's 200m Breaststroke
Jihane Samlal	Morocco	28	167	62	Ж	11 25 1983	DOLE (FRA)	0	0	0	0	Canoe Slalom	Women's Kayak (K1)
Branislau Samoilau	Belarus	27	187	75	М	5 25 1985	BALKASHINO (KAZ)	0	0	0	0	Cycling - Road	Men's Road Race
Aleksandrs Samoilovs	Latvia	27	195	92	М	04 06 1985		0	0	0	0	Beach Volleyball	Men's Beach Volleyball
Dane Kevin Sampson	Australia	25	183	83	М	8 20 1986	BLACKTOWN (AUS)	0	0	0	0	Shooting	Men's 10m Air Rifle, Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions
Vladimir Samsonov	Belarus	36	189	83	М	4 17 1976	Minsk	0	0	0	0	Table Tennis	Men's Singles
Jamile Samuel	Netherlands	20	168	57	Ж	4 24 1992	Amsterdam (NED)	0	0	0	0	Athletics	Women's 4 x 100m Relay
Dani Samuels	Australia	24	182	82	Ж	5 26 1988	Fairfield (AUS)	0	0	0	0	Athletics	Women's Discus Throw
Nicky Samuels	New Zealand	29	170	56	Ж	2 28 1983	Whangarei (NZL)	0	0	0	0	Triathlon	Women's Triathlon
Jessica Samuelsson	Sweden	27	176	67	Ж	3 14 1985	BOO (SWE)	0	0	0	0	Athletics	Women's Heptathlon
Ni Lar San	Myanmar	27	160	50	Ж	10 07 1984	YANGON (MYA)	0	0	0	0	Athletics	Women's Marathon
Fernando San Emeterio	Spain	28	198	103	М	01 01 1984		0	0	0	0	Basketball	Men's Basketball
Ruben Sanca	Cape Verde	25	188	63	М	12 13 1986	CAPEVERD (CPV)	0	0	0	0	Athletics	Men's 5000m
Benjamin Sanchez	Spain	27	185	70	М	03 10 1985	CIEZA (ESP)	0	0	0	0	Athletics	Men's 50km Race Walk
Clara Sanchez	France	28	165	60	Ж	9 20 1983	MARTIGUES (FRA)	0	0	0	0	Cycling - Track	Women's Keirin, Women's Omnium
Eddermys Sanchez	Belize	32	157	66	М	3 25 1980	Sancti Spiritus (CUB)	0	0	0	0	Judo	Men's -66kg
Eder Sanchez	Mexico	26	176	66	М	5 21 1986	TLALNEPANTLA (MEX)	0	0	0	0	Athletics	Men's 20km Race Walk
Etel Sanchez	Argentina	22	172		Ж	8 23 1989	ROSARIO	0	0	0	0	Synchronised Swimming	Women's Duets
Felix Sanchez	Dominican Republic	34	175	64	М	8 30 1977	New York (USA)	0	0	0	0	Athletics	Men's 400m Hurdles, Men's 4 x 400m Relay
Liborio Sanchez	Mexico	22	181	77	М	10 09 1989		0	0	0	0	Football	Men's Football
Marielis Sanchez	Dominican Republic	23	168	57	Ж	12 30 1988	Santo Domingo (DOM)	0	0	0	0	Athletics	Women's 200m
Raysa Sanchez	Dominican Republic	24	178	61	Ж	05 06 1988	Santo Domingo (DOM)	0	0	0	0	Athletics	Women's 400m
Sergio Sanchez	Guatemala	41	170	68	М	8 22 1970	GUATEMALA CITY (GUA)	0	0	0	0	Shooting	Men's 50m Pistol, Men's 10m Air Pistol
Sofia Sanchez	Argentina	22	171		Ж	8 23 1989	ROSARIO	0	0	0	0	Synchronised Swimming	Women's Duets
Carlos Sanchez Estacio	Ecuador	24	170		М	7 25 1988	LOJA (ECU)	0	0	0	0	Boxing	Men's Welter (69kg)
Julian Sanchez Gallegos	Mexico	23	160	60	М	8 22 1988	Mexico D.F. (MEX)	0	0	0	0	Diving	Men's Synchronised 3m Springboard
Luis Leon Sanchez Gil	Spain	28	186	73	М	11 24 1983	MULA (ESP)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Doyler Eustoquio Sanchez Guerrero	Colombia	23	168	68	М	10 12 1988	CUCUTA	0	0	0	0	Weightlifting	Men's 69kg
Rocio Sanchez Moccia	Argentina	24	157	54	Ж	08 02 1988	Buenos Aires (ARG)	0	0	0	0	Hockey	Women's Hockey
Junior Antonio Sanchez Rivero	Venezuela	23	163	69	М	06 01 1989	Barquisimeto	0	0	0	0	Weightlifting	Men's 69kg
German Sanchez Sanchez	Mexico	20	167	47	М	6 24 1992	GUADALAJARA (MEX)	0	1	0	1	Diving	Men's 10m Platform, Men's Synchronised 10m Platform
Laura Sanchez Soto	Mexico	26	165	57	Ж	10 16 1985	GUADALAJARA (MEX)	0	0	0	0	Diving	Women's 3m Springboard
Janine Sandell	Great Britain	26	177	82	Ж	12 07 1985	London (GBR)	0	0	0	0	Volleyball	Women's Volleyball
Niclas Sandells	Finland	28	185	72	М	3 14 1984	PIETARSAARI (FIN)	0	0	0	0	Athletics	Men's 1500m
Gillian Sanders	South Africa	30	168	53	Ж	10 15 1981	Johannesburg (RSA)	0	0	0	0	Triathlon	Women's Triathlon
Nicola Sanders	Great Britain	30	171	58	Ж	6 23 1982	High Wycombe (GBR)	0	0	0	0	Athletics	Women's 4 x 400m Relay
Keith Sanderson	United States of America	37	183	95	М	02 02 1975	Colorado Springs (USA)	0	0	0	0	Shooting	Men's 25m Rapid Fire Pistol
Manavjit Singh Sandhu	India	35			М	11 03 1976	AMRITSAR PUNJAB (IND)	0	0	0	0	Shooting	Men's Trap
Madeleine Sandig	Germany	28	166	57	Ж	08 12 1983	Frankfurt Am Main (GER)	0	0	0	0	Cycling - Track	Women's Team Pursuit
Leevan Sands	Bahamas	30			М	8 16 1981	Nassau (BAH)	0	0	0	0	Athletics	Men's Triple Jump
Shamar Sands	Bahamas	27			М	4 30 1985	Nassau (BAH)	0	0	0	0	Athletics	Men's 110m Hurdles
Abdoulaye Sane	Senegal	19	177	73	М	8 15 1992		0	0	0	0	Football	Men's Football
Donald Sanford	Israel	25	195	80	М	02 05 1987	Los Angeles (USA)	0	0	0	0	Athletics	Men's 400m
Sumit Sangwan	India	19			М	01 01 1993	SHEKHUPURA SOHANA (IND)	0	0	0	0	Boxing	Men's Light Heavy (81kg)
Kseniya Sankovich	Belarus	22	175		Ж	2 27 1990	Minsk (BLR)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
Pavel Sankovich	Belarus	22	182	75	М	6 29 1990	Grodno (BLR)	0	0	0	0	Swimming	Men's 100m Butterfly, Men's 100m Backstroke
Uno Sanli	Sweden	23	172		М	01 05 1989	KLOSTER (SWE)	0	0	0	0	Taekwondo	Men's -58kg
Suwaibou Sanneh	Gambia	21	165	80	М	10 30 1990	SOMA (GAM)	0	0	0	0	Athletics	Men's 100m
Yuko Sano	Japan	33	159	53	Ж	7 26 1979	TAKATSUKI (JPN)	0	0	0	0	Volleyball	Women's Volleyball
Yumeka Sano	Japan	27	160	52	Ж	06 01 1985	FUJIKAWA (JPN)	0	0	0	0	Athletics	Women's 4 x 100m Relay
Anna Santamans	France	19	176	60	Ж	4 25 1993	VERTE (FRA)	0	0	0	0	Swimming	Women's 50m Freestyle
Rodrigo Santana	Brazil	33	205	85	М	4 17 1979		0	0	0	0	Volleyball	Men's Volleyball
Elisa Santoni	Italy	24	178		Ж	12 10 1987	Roma (ITA)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
Clarissa Santos	Brazil	24	183	94	Ж	03 10 1988		0	0	0	0	Basketball	Women's Basketball
Luguelin Santos	Dominican Republic	19	173	61	М	11 12 1992	BAYAGUANA (DOM)	0	0	0	0	Athletics	Men's 400m, Men's 4 x 400m Relay
Marta Santos	Angola	23	158	64	Ж	12 25 1988		0	0	0	0	Handball	Women's Handball
Nicholas Santos	Brazil	32		87	М	2 14 1980	RIBEIRAO PRETO (BRA)	0	0	0	0	Swimming	Men's 4x100m Freestyle Relay
Ricardo Santos	Brazil	37	200	107	М	01 06 1975		0	0	0	0	Beach Volleyball	Men's Beach Volleyball
Ricardo Santos	Brazil	32	183	74	М	05 08 1980	Rio De Janeiro (BRA)	0	0	0	0	Sailing	Men's RS-X
Rosangela Santos	Brazil	21	165	55	Ж	12 20 1990	WASHINGTON D.C (BRA)	0	0	0	0	Athletics	Women's 100m, Women's 200m, Women's 4 x 100m Relay
Sergio Santos	Brazil	36	184	78	М	10 15 1975		0	0	0	0	Volleyball	Men's Volleyball
Telma Santos	Portugal	29	163	56	Ж	08 01 1983	PENICHE	0	0	0	0	Badminton	Women's Singles
Vera Santos	Portugal	30	164	57	Ж	12 03 1981	Santar√©m (POR)	0	0	0	0	Athletics	Women's 20km Race Walk
Simon Santoso	Indonesia	27	172	63	М	7 29 1985	TEGAL	0	0	0	0	Badminton	Men's Singles
Michele Santucci	Italy	23	187	78	М	5 30 1989	CASTIGLION FIORENTINO (ITA)	0	0	0	0	Swimming	Men's 4x100m Freestyle Relay
Serik Sapiyev	Kazakhstan	28	179		М	11 16 1983		0	0	0	0	Boxing	Men's Welter (69kg)
Aleksa Saponjic	Serbia	20	191	98	М	06 04 1992	Beograd (SRB)	0	0	0	0	Water Polo	Men's Water Polo
Danylo Sapunov	Ukraine	30	174	64	М	04 05 1982	ZAPORIZHZHYA (UKR)	0	0	0	0	Triathlon	Men's Triathlon
Fernando Saraiva Reis	Brazil	22	187	138	М	03 10 1990	Sao Paulo (BRA)	0	0	0	0	Weightlifting	Men's +105kg
Aleksejs Saramotins	Latvia	30	184	75	М	04 08 1982	Riga (LAT)	0	0	0	0	Cycling - Road	Men's Road Race
Nikola Saranovic	Montenegro	43	182	95	М	11 23 1968	PODGORICA (MNE)	0	0	0	0	Shooting	Men's 50m Pistol, Men's 10m Air Pistol
Arsen Sargsyan	Armenia	27	189	76	М	12 13 1984	VANADZOR (ARM)	0	0	0	0	Athletics	Men's Long Jump
Shinta Mulia Sari	Singapore	24	164	58	Ж	6 14 1988	Jakarta	0	0	0	0	Badminton	Women's Doubles
Hazal Sarikaya	Turkey	15	168	63	Ж	09 04 1996	Istanbul (TUR)	0	0	0	0	Swimming	Women's 100m Backstroke
Aaron Sarmiento	Spain	25	180	72	М	8 26 1986	LAS PALMAS (ESP)	0	0	0	0	Sailing	Men's 470
Mauro Sarmiento	Italy	29	197		М	04 10 1983	Napoli (ITA)	0	0	0	0	Taekwondo	Men's -80kg
Daniel Sarmiento Melian	Spain	28	188	87	М	8 25 1983		0	0	0	0	Handball	Men's Handball
Rahi Sarnobat	India	21			Ж	10 30 1990	KOLHAPUR (IND)	0	0	0	0	Shooting	Women's 25m Pistol
Patricia Sarrapio	Spain	29	170	59	Ж	11 16 1982	Madrid (ESP)	0	0	0	0	Athletics	Women's Triple Jump
Alessio Sartori	Italy	35	202	100	М	11 13 1976		0	1	0	1	Rowing	Men's Double Sculls
Liva Saryee	Liberia	23		80	М	12 28 1988	Monrovia	0	0	0	0	Judo	Men's -81kg
Jennet Saryyeva	Turkmenistan	18	165	56	Ж	3 30 1994	Ashgabat (TKM)	0	0	0	0	Swimming	Women's 400m Freestyle
Sho Sasaki	Japan	30	171	75	М	6 30 1982	HOKUTO	0	0	0	0	Badminton	Men's Singles
Sergio Sasaki Junior	Brazil	20	165		М	3 31 1992	SAO BERNARDO CAMPO (BRA)	0	0	0	0	Gymnastics - Artistic	Men's Individual All-Around, Men's Qualification
Sandra Sassine	Canada	32	170	60	Ж	9 28 1979		0	0	0	0	Fencing	Women's Individual Sabre
Romain Sassot	France	26	190	84	М	2 26 1986	SAINT R√âMY (FRA)	0	0	0	0	Swimming	Men's 4x100m Medley Relay
Marianna Sastin	Hungary	29	161	63	Ж	07 10 1983	MOSONMAGYAROVAR (HUN)	0	0	0	0	Wrestling	Women's 63kg Freestyle
William Satch	Great Britain	23	194	94	М	06 09 1989		0	0	1	1	Rowing	Men's Pair
Ana Satila	Brazil	16	159	58	Ж	3 13 1996	ITURAMA (BRA)	0	0	0	0	Canoe Slalom	Women's Kayak (K1)
Kenki Sato	Japan	28	163	63	М	07 11 1984	OGAWA (JPN)	0	0	0	0	Equestrian	Individual Eventing, Team Eventing, CHIPPIEH
Masako Sato	Japan	24	160	56	Ж	11 27 1987	YAZU (JPN)	0	0	0	0	Hockey	Women's Hockey
Sayaka Sato	Japan	21	171	70	Ж	3 29 1991	SENDAI	0	0	0	0	Badminton	Women's Singles
Shoji Sato	Japan	29	168	60	М	9 19 1982	HIGASHIMURAYAMA	0	0	0	0	Badminton	Men's Doubles
Yuki Sato	Japan	25	178	60	М	11 26 1986	SHIMIZU (JPN)	0	0	0	0	Athletics	Men's 5000m, Men's 10,000m
Martin Sauer	Germany	29	169	55	М	12 17 1982		1	0	0	1	Rowing	Men's Eight
Becky Sauerbrunn	United States of America	27	170	64	Ж	06 06 1985		0	0	0	0	Football	Women's Football
Jason Saunders	New Zealand	21	187	75	М	11 22 1990	Tauranga (NZL)	0	0	0	0	Sailing	Men's 470
Julien Sauvage	France	27	184	81	М	08 02 1985	Avignon (FRA)	0	0	0	0	Swimming	Men's 10km Marathon
Valerian Sauveplane	France	32	180	74	М	7 25 1980	Montpellier (FRA)	0	0	0	0	Shooting	Men's 50m Rifle Prone, Men's 50m Rifle 3 Positions
Cristian Savani	Italy	30	194	83	М	2 22 1982	CASTIGLIONE DELLE STIVIERE (ITA)	0	0	0	0	Volleyball	Men's Volleyball
Katerine Savard	Canada	19	167	54	Ж	5 26 1993	PONT	0	0	0	0	Swimming	Women's 100m Butterfly, Women's 200m Butterfly, Women's 4x100m Medley Relay
Anastasia Savchenko	Russian Federation	23	171	62	Ж	04 08 1989	Omsk (RUS)	0	0	0	0	Athletics	Women's Pole Vault
Elena Savelyeva	Russian Federation	28	168		Ж	6 16 1984	Tula (RUS)	0	0	0	0	Boxing	Women's Fly (51kg)
Maja Savic	Montenegro	36	176	66	Ж	4 29 1976		0	0	0	0	Handball	Women's Handball
Yargeris Savigne	Cuba	27			Ж	11 13 1984	Guantanamo (CUB)	0	0	0	0	Athletics	Women's Triple Jump
Mariya Savinova	Russian Federation	26	172	60	Ж	8 13 1985	Chelyabinsk (RUS)	0	0	0	0	Athletics	Women's 800m
Kristina Savitskaya	Russian Federation	21	180	72	Ж	06 10 1991	Krasnoyarsk (RUS)	0	0	0	0	Athletics	Women's Heptathlon
Elizabeta Savlinis	Russian Federation	24	176	65	Ж	8 14 1987	Leningrad Region (RUS)	0	0	0	0	Athletics	Women's 200m, Women's 4 x 100m Relay
Erislandy Savon Cotilla	Cuba	22			М	7 21 1990	Guantanamo (CUB)	0	0	0	0	Boxing	Men's Super Heavy (+91kg)
Anzhelika Savrayuk	Italy	22	175		Ж	8 23 1989	LUTSK (UKR)	0	0	0	0	Gymnastics - Rhythmic	Group All-Around
Benjamin Savsek	Slovenia	25	177	73	М	3 24 1987	Ljubljana (SLO)	0	0	0	0	Canoe Slalom	Men's Canoe Single (C1)
Homare Sawa	Japan	33	164	55	Ж	09 06 1978		0	0	0	0	Football	Women's Football
Woroud Sawalha	Palestine	20	164	47	Ж	11 03 1991	ASIRAELSHAMALIA (PLE)	0	0	0	0	Athletics	Women's 800m
Louisa Sawers	Great Britain	24	176	69	Ж	5 26 1988		0	0	0	0	Canoe Sprint	Women's Kayak Double (K2) 500m, Women's Kayak Four (K4) 500m
Mateusz Sawrymowicz	Poland	25	186	78	М	4 22 1987	LUBLIN (POL)	0	0	0	0	Swimming	Men's 400m Freestyle, Men's 1500m Freestyle
Goldie Sayers	Great Britain	30	171	70	Ж	7 16 1982	Newmarket (GBR)	0	0	0	0	Athletics	Women's Javelin Throw
Ramziddin Sayidov	Uzbekistan	30	180	100	М	4 14 1982	BUKHARA REGION (UZB)	0	0	0	0	Judo	Men's -100kg
Svetlana Saykina	Russian Federation	27	182	90	Ж	07 10 1985	KOSTROMA (RUS)	0	0	0	0	Athletics	Women's Discus Throw
Dzina Sazanavets	Belarus	21	160	68	Ж	10 25 1990	KLICHEV	0	0	0	0	Weightlifting	Women's 69kg
Mohamed Sbihi	Great Britain	24	203	103	М	3 27 1988		0	0	1	1	Rowing	Men's Eight
Susie Scanlan	United States of America	22	170	58	Ж	06 04 1990		0	0	0	0	Fencing	Women's Individual Epee, Women's Team Epee
Mirco Scarantino	Italy	17	166	55	М	1 16 1995	SAN CATALDO	0	0	0	0	Weightlifting	Men's 56kg
Mariela Scarone	Argentina	25	163	60	Ж	10 04 1986	Buenos Aires (ARG)	0	0	0	0	Hockey	Women's Hockey
Milos Scepanovic	Montenegro	29	185	89	М	10 09 1982	BELGRAD (SRB)	0	0	0	0	Water Polo	Men's Water Polo
Tobias Schadewaldt	Germany	27	177	78	М	9 20 1984	WILHELMSHAVEN (GER)	0	0	0	0	Sailing	Men's 49er
Fabian Schaer	Switzerland	20	186	85	М	12 20 1991		0	0	0	0	Football	Men's Football
Sherraine Schalm	Canada	37	175	60	Ж	6 21 1975		0	0	0	0	Fencing	Women's Individual Epee
Michael Schar	Switzerland	25	198	78	М	9 29 1986	Sursee (SUI)	0	0	0	0	Cycling - Road	Men's Road Race
Donatien Schauly	France	27	177	62	М	06 09 1985	Mulhouse (FRA)	0	0	0	0	Equestrian	Individual Eventing, Team Eventing, OCARINA DU CHANOIS
Sonja Scheibl	Germany	32	163	66	Ж	09 05 1979	BAD OLDESLOE (GER)	0	0	0	0	Shooting	Women's Trap
Gintare Scheidt	Lithuania	29	171	65	Ж	11 12 1982	Kaunas (LTU)	0	0	0	0	Sailing	Women's Laser Radial
Robert Scheidt	Brazil	39	187	83	М	4 15 1973	Sao Paulo (BRA)	0	0	0	0	Sailing	Men's Star
Lotta Schelin	Sweden	28	179	64	Ж	2 27 1984		0	0	0	0	Football	Women's Football
Anne Schellekens	Netherlands	26	163	48	Ж	4 18 1986		0	0	1	1	Rowing	Women's Eight
Juliane Schenk	Germany	29	173	64	Ж	11 26 1982	Krefeld	0	0	0	0	Badminton	Women's Singles
Reto Schenkel	Switzerland	24	183	89	М	4 28 1988	Lome (TOG)	0	0	0	0	Athletics	Men's 200m
Sarah Scherer	United States of America	21	170	63	Ж	02 12 1991	Salt Lake City (USA)	0	0	0	0	Shooting	Women's 10m Air Rifle
Andreas Scherhaufer	Austria	42	197	99	М	7 24 1970	Wien (AUT)	0	0	0	0	Shooting	Men's Trap
Christian Scherubl	Austria	18	183	76	М	04 06 1994	Graz (AUT)	0	0	0	0	Swimming	Men's 4x200m Freestyle Relay
Patrick Scheuber	Switzerland	25	182	75	М	12 10 1986	Stans (SUI)	0	0	0	0	Shooting	Men's 10m Air Pistol
Francesca Schiavone	Italy	32	166	65	Ж	6 23 1980		0	0	0	0	Tennis	Women's Singles, Women's Doubles
Thorbjorn Schierup	Denmark	22	180	82	М	06 08 1990	Arhus (DEN)	0	0	0	0	Sailing	Men's Laser
Stephanie Schiller	Germany	26	183	76	Ж	7 25 1986		0	0	0	0	Rowing	Women's Double Sculls
Eva-Maria SCHIMAK	Austria	25	170	68	Ж	08 11 1986	SCHARDING (AUT)	0	0	0	0	Sailing	Women's 470
Jessicah Schipper	Australia	25	170	70	Ж	11 19 1986	Brisbane (AUS)	0	0	0	0	Swimming	Women's 100m Butterfly, Women's 200m Butterfly
Dafne Schippers	Netherlands	20	179	65	Ж	6 15 1992	Utrecht (NED)	0	0	0	0	Athletics	Women's 200m, Women's 4 x 100m Relay, Women's Heptathlon
Silvio Schirrmeister	Germany	23	193	82	М	12 07 1988	Neubrandenburg (GER)	0	0	0	0	Athletics	Men's 400m Hurdles
Werner Schlager	Austria	39	176	74	М	9 28 1972	Wiener Neustadt (AUT)	0	0	0	0	Table Tennis	Men's Singles, Men's Team
Carsten Schlangen	Germany	31	190	67	М	12 31 1980	MEPPEN (GER)	0	0	0	0	Athletics	Men's 1500m
Melanie Schlanger	Australia	25	176	65	Ж	8 31 1986	NAMBOUR (AUS)	1	1	0	2	Swimming	Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay
Frank Schleck	Luxembourg	32	186	69	М	4 15 1980	Luxembourg (LUX)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Tim Schleicher	Germany	23	168	60	М	12 30 1988	Nurnberg (GER)	0	0	0	0	Wrestling	Men's 60kg Freestyle
Alice Schlesinger	Israel	24	165	63	Ж	5 26 1988	HERZELEYA (ISR)	0	0	0	0	Judo	Women's -63kg
Annika Schleu	Germany	22	175	63	Ж	04 03 1990	Berlin (GER)	0	0	0	0	Modern Pentathlon	Women's Modern Pentathlon
Roland Schlosser	Austria	29	189	83	М	8 23 1982		0	0	0	0	Fencing	Men's Individual Foil
Matthias Schmid	Austria	31	174	65	М	12 12 1980	Wien (AUT)	0	0	0	0	Sailing	Men's 470
Alice Schmidt	United States of America	30	180	66	Ж	10 03 1981	Chicago (USA)	0	0	0	0	Athletics	Women's 800m
Cristian Schmidt	Argentina	29	186	94	М	8 13 1982	Buenos Aires (ARG)	0	0	0	0	Judo	Men's -100kg
Florian Schmidt	Germany	26	186	67	М	3 31 1986	FRANKFURT/ODER (GER)	0	0	0	0	Shooting	Men's 50m Pistol, Men's 10m Air Pistol
Paloma Schmidt	Peru	25	165	64	Ж	1 24 1987	Lima (PER)	0	0	0	0	Sailing	Women's Laser Radial
Richard Schmidt	Germany	25	191	97	М	5 23 1987		1	0	0	1	Rowing	Men's Eight
Sebastian Schmidt	Germany	27	190	90	М	01 06 1985		0	0	0	0	Rowing	Men's Four
Sophie Diana Schmidt	Canada	24	173	71	Ж	6 28 1988		0	0	0	0	Football	Women's Football
Alain Schmitt	France	28	176	81	М	11 02 1983	FORBACH (FRA)	0	0	0	0	Judo	Men's -81kg
Allison Schmitt	United States of America	22	185	74	Ж	06 07 1990	Pittsburgh (USA)	2	1	1	4	Swimming	Women's 200m Freestyle, Women's 400m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay
Dorothee Schneider	Germany	43	169	63	Ж	2 17 1969	WIESBADEN (GER)	0	0	0	0	Equestrian	Individual Dressage, Team Dressage, DIVA ROYAL
Thomas Schneider	Germany	23	185	83	М	11 07 1988	FORST (GER)	0	0	0	0	Athletics	Men's 4 x 400m Relay
Zbigniew Schodowski	Poland	25	202	95	М	4 30 1987		0	0	0	0	Rowing	Men's Eight
Riaan Schoeman	South Africa	22	176	72	М	9 18 1989	VEREENIGING (RSA)	0	0	0	0	Swimming	Men's 400m Individual Medley
Roland Schoeman	South Africa	32	190	84	М	07 03 1980	Pretoria (RSA)	0	0	0	0	Swimming	Men's 50m Freestyle, Men's 4x100m Freestyle Relay
Johannes Schoettler	Germany	27	191	84	М	8 27 1984	Hamburg	0	0	0	0	Badminton	Men's Doubles
Jon Schofield	Great Britain	27	182	80	М	05 10 1985		0	0	0	0	Canoe Sprint	Men's Kayak Double (K2) 200m
Adam Scholefield	Great Britain	27	189	99	М	5 24 1985	Leeds (GBR)	0	0	0	0	Water Polo	Men's Water Polo
Lena Schoneborn	Germany	26	178	60	Ж	04 11 1986	TROISDORF (GER)	0	0	0	0	Modern Pentathlon	Women's Modern Pentathlon
Lauritz Schoof	Germany	21	195	96	М	10 07 1990		1	0	0	1	Rowing	Men's Quadruple Sculls
Joseph Schooling	Singapore	17	170	62	М	6 16 1995	Singapore (SIN)	0	0	0	0	Swimming	Men's 100m Butterfly, Men's 200m Butterfly
Jochen Schops	Germany	28	200	103	М	10 08 1983	VILLINGEN	0	0	0	0	Volleyball	Men's Volleyball
Daniel Schorn	Austria	23	183	72	М	10 21 1988	Zell am See (AUT)	0	0	0	0	Cycling - Road	Men's Road Race
Jasmin Schornberg	Germany	26	176	63	Ж	04 07 1986	LIPPSTADT (GER)	0	0	0	0	Canoe Slalom	Women's Kayak (K1)
Dirk Schrade	Germany	34	183	68	М	6 29 1978	M√ºnsingen (GER)	1	0	0	1	Equestrian	Individual Eventing, Team Eventing, KING ARTUS
Daniela Schreiber	Germany	23	184	67	Ж	6 26 1989	DESSAU (GER)	0	0	0	0	Swimming	Women's 100m Freestyle, Women's 4x100m Freestyle Relay, Women's 4x200m Freestyle Relay
Hinkelien Schreuder	Netherlands	28	179	64	Ж	2 13 1984	GOOR (NED)	0	1	0	1	Swimming	Women's 4x100m Freestyle Relay
Gerco Schroder	Netherlands	34	165	71	М	7 28 1978	TUBBERGEN (NED)	0	0	0	0	Equestrian	Individual Jumping, Team Jumping, LONDON
David Schroeder	Germany	27	180	70	М	4 28 1985	Leipzig (GER)	0	0	0	0	Canoe Slalom	Men's Canoe Double (C2)
Beate Schrott	Austria	24	175	70	Ж	4 15 1988	SANKT POLTEN (AUT)	0	0	0	0	Athletics	Women's 100m Hurdles
Timuzsin Schuch	Hungary	27	197	105	М	06 05 1985		0	0	0	0	Handball	Men's Handball
Simon Schuerch	Switzerland	21	185	74	М	12 02 1990		0	0	0	0	Rowing	Men's Lightweight Four
Ronja Schuette	Germany	22	180	72	Ж	2 20 1990		0	0	0	0	Rowing	Women's Eight
Christina Schuetze	Germany	28	177	64	Ж	10 25 1983	Dusseldorf (GER)	0	0	0	0	Hockey	Women's Hockey
Berengere Schuh	France	28	163	54	Ж	6 13 1984	AUXERRE	0	0	0	0	Archery	Women's Individual
Rich Schuil	Netherlands	39	203	94	М	05 02 1973		0	0	0	0	Beach Volleyball	Men's Beach Volleyball
Benjamin Schulte	Guam	16	188	73	М	12 22 1995	TAMUNING (GUM)	0	0	0	0	Swimming	Men's 10km Marathon
Samuel Schultz	United States of America	26	185	70	М	12 11 1985	Missoula (USA)	0	0	0	0	Cycling - Mountain Bike	Men's Cross-country
Daniela Schultze	Germany	21	185	72	Ж	11 03 1990		0	0	0	0	Rowing	Women's Eight
Jodie Schulz	Australia	24	183	74	Ж	8 18 1987	REDCLIFFE (AUS)	0	0	0	0	Hockey	Women's Hockey
Matias Carlos Schulz	Argentina	30	190	88	М	02 12 1982		0	0	0	0	Handball	Men's Handball
Karl Schulze	Germany	24	190	98	М	03 05 1988		1	0	0	1	Rowing	Men's Quadruple Sculls
Ralf Schumann	Germany	50	167	74	М	06 10 1962	Meissen (GER)	0	0	0	0	Shooting	Men's 25m Rapid Fire Pistol
Yvonne Schuring	Austria	34	173	68	Ж	01 04 1978		0	0	0	0	Canoe Sprint	Women's Kayak Double (K2) 500m
Christian Schurr Voight	Mexico	27	173	80	М	8 20 1984	Washington (USA)	0	0	0	0	Swimming	Men's 200m Breaststroke
Nino Schurter	Switzerland	26	172	68	М	5 13 1986	Pf√§ffikon (SUI)	0	0	0	0	Cycling - Mountain Bike	Men's Cross-country
